ind,days,Cultivar,Sex,new.ad,rep
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
NA,NA,Moscato,NA,0,Cf
