Data Set,Target,Biological_Group_Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
5-SYBR,vitellogenin,BA84_35dpe_235,,1.64253,0.71592,0.13729,0.13729,,0.07926,0.07926,,,,2.19541,1.13449,0.55465,0.55465,,0.32023,0.32023,,2.19541,1.13449,0.55465,0.55465,,0.32023,0.32023,,,,3,12.97,0.12402,0.07160,
5-SYBR,vitellogenin,BA84_35dpe_236,,1.02596,0.03698,0.84710,0.84710,,0.48908,0.48908,,,,1.11110,0.15199,0.93955,0.93955,,0.54245,0.54245,,1.11110,0.15199,0.93955,0.93955,,0.54245,0.54245,,,,3,13.67,1.22509,0.70731,
5-SYBR,vitellogenin,BA84_35dpe_237,,0.54011,-0.88867,0.32554,0.32554,,0.18795,0.18795,,,,0.99106,-0.01296,0.67987,0.67987,,0.39253,0.39253,,0.99106,-0.01296,0.67987,0.67987,,0.39253,0.39253,,,,3,14.62,0.89430,0.51633,
5-SYBR,vitellogenin,BA84_35dpe_240,,0.94137,-0.08716,0.35153,0.35153,,0.20296,0.20296,,,,1.54167,0.62449,0.69842,0.69842,,0.40323,0.40323,,1.54167,0.62449,0.69842,0.69842,,0.40323,0.40323,,,,3,13.80,0.55407,0.31989,
5-SYBR,vitellogenin,BA84_35dpe_241,,0.39201,-1.35104,0.16260,0.16260,,0.09388,0.09388,,,,0.60333,-0.72899,0.33371,0.33371,,0.19267,0.19267,,0.60333,-0.72899,0.33371,0.33371,,0.19267,0.19267,,,,3,15.10,0.61544,0.35533,
9-SYBR,vitellogenin,BA84_35dpe_2648,,0.48177,-1.05359,0.05453,0.05453,,0.03148,0.03148,,,,0.63042,-0.66560,0.09340,0.09340,,0.05393,0.05393,,0.63042,-0.66560,0.09340,0.09340,,0.05393,0.05393,,,,3,14.79,0.16794,0.09696,
9-SYBR,vitellogenin,BA84_35dpe_2649,,0.40148,-1.31658,0.10577,0.10577,,0.06107,0.06107,,,,0.58274,-0.77907,0.17011,0.17011,,0.09821,0.09821,,0.58274,-0.77907,0.17011,0.17011,,0.09821,0.09821,,,,3,15.06,0.39091,0.22569,
9-SYBR,vitellogenin,BA84_35dpe_2650,,0.77014,-0.37681,0.37483,0.37483,,0.21641,0.21641,,,,1.30865,0.38808,0.63785,0.63785,,0.36826,0.36826,,1.30865,0.38808,0.63785,0.63785,,0.36826,0.36826,,,,3,14.10,0.72215,0.41693,
9-SYBR,vitellogenin,BA84_35dpe_2651,,1.93663,0.95355,0.47692,0.47692,,0.33723,0.33723,,,,3.13804,1.64986,0.77947,0.77947,,0.55117,0.55117,,3.13804,1.64986,0.77947,0.77947,,0.55117,0.55117,,,,2,12.73,0.36539,0.25837,
9-SYBR,vitellogenin,BA84_35dpe_2652,,0.70224,-0.50996,0.23832,0.23832,,0.13759,0.13759,,,,0.72549,-0.46297,0.26300,0.26300,,0.15185,0.15185,,0.72549,-0.46297,0.26300,0.26300,,0.15185,0.15185,,,,3,14.23,0.50354,0.29072,
9-SYBR,vitellogenin,BA84_35dpe_2653,,0.37272,-1.42382,0.03772,0.03772,,0.02667,0.02667,,,,0.56330,-0.82801,0.06198,0.06198,,0.04383,0.04383,,0.56330,-0.82801,0.06198,0.06198,,0.04383,0.04383,,,,2,15.17,0.15016,0.10618,
9-SYBR,vitellogenin,BA84_35dpe_2654,,0.66058,-0.59819,0.18280,0.18280,,0.10554,0.10554,,,,0.68972,-0.53592,0.19200,0.19200,,0.11085,0.11085,,0.68972,-0.53592,0.19200,0.19200,,0.11085,0.11085,,,,3,14.33,0.41058,0.23705,
9-SYBR,vitellogenin,BA84_35dpe_2655,,0.40443,-1.30605,0.08025,0.08025,,0.04633,0.04633,,,,0.58613,-0.77071,0.13640,0.13640,,0.07875,0.07875,,0.58613,-0.77071,0.13640,0.13640,,0.07875,0.07875,,,,3,15.05,0.29442,0.16999,
9-SYBR,vitellogenin,BA84_35dpe_2656,,0.47470,-1.07491,0.08669,0.08669,,0.05005,0.05005,,,,0.53754,-0.89555,0.10403,0.10403,,0.06006,0.06006,,0.53754,-0.89555,0.10403,0.10403,,0.06006,0.06006,,,,3,14.82,0.27097,0.15644,
9-SYBR,vitellogenin,BA84_35dpe_2657,,0.28645,-1.80366,0.03016,0.03016,,0.02133,0.02133,,,,0.24847,-2.00884,0.03712,0.03712,,0.02625,0.02625,,0.24847,-2.00884,0.03712,0.03712,,0.02625,0.02625,,,,2,15.56,0.15623,0.11047,
6-SYBR,vitellogenin,BA84_35dpe_98,,0.31309,-1.67533,0.19472,0.19472,,0.11242,0.11242,,,,0.58041,-0.78486,0.41682,0.41682,,0.24065,0.24065,,0.58041,-0.78486,0.41682,0.41682,,0.24065,0.24065,,,,3,15.43,0.92280,0.53278,
6-SYBR,vitellogenin,BA84_35dpe_99,,0.17559,-2.50970,0.11220,0.11220,,0.06478,0.06478,,,,0.34916,-1.51804,0.26093,0.26093,,0.15065,0.15065,,0.34916,-1.51804,0.26093,0.26093,,0.15065,0.15065,,,,3,16.29,0.94812,0.54740,
6-SYBR,vitellogenin,BA84_male_103,,0.00016,-12.59873,0.00013,0.00013,,0.00008,0.00008,,,,0.00115,-9.76560,0.00099,0.00099,,0.00057,0.00057,,0.00115,-9.76560,0.00099,0.00099,,0.00057,0.00057,,,,3,26.67,1.21624,0.70220,
6-SYBR,vitellogenin,BA84_male_1918,,0.00009,-13.44221,0.00001,0.00001,,0.00001,0.00001,,,,0.00019,-12.32886,0.00004,0.00004,,0.00002,0.00002,,0.00019,-12.32886,0.00004,0.00004,,0.00002,0.00002,,,,3,27.53,0.18453,0.10654,
6-SYBR,vitellogenin,BA84_male_1919,,0.00027,-11.83458,0.00013,0.00013,,0.00007,0.00007,,,,0.00072,-10.44899,0.00038,0.00038,,0.00022,0.00022,,0.00072,-10.44899,0.00038,0.00038,,0.00022,0.00022,,,,3,25.88,0.70267,0.40569,
6-SYBR,vitellogenin,BA84_male_1920,,0.00012,-13.04212,0.00005,0.00005,,0.00003,0.00003,,,,0.00042,-11.20119,0.00024,0.00024,,0.00014,0.00014,,0.00042,-11.20119,0.00024,0.00024,,0.00014,0.00014,,,,3,27.12,0.68591,0.39601,
5-SYBR,vitellogenin,BA84_male_221,,0.00073,-10.42390,0.00016,0.00016,,0.00009,0.00009,,,,0.00195,-9.00519,0.00063,0.00063,,0.00036,0.00036,,0.00195,-9.00519,0.00063,0.00063,,0.00036,0.00036,,,,3,24.43,0.31976,0.18461,
5-SYBR,vitellogenin,BA84_male_242,,0.00018,-12.40824,0.00012,0.00012,,0.00007,0.00007,,,,0.00022,-12.17498,0.00018,0.00018,,0.00010,0.00010,,0.00022,-12.17498,0.00018,0.00018,,0.00010,0.00010,,,,3,26.47,0.95403,0.55081,
12-SYBR,vitellogenin,BA84_male_2691,,0.00031,-11.66200,0.00007,0.00007,,0.00004,0.00004,,,,0.00026,-11.91005,0.00007,0.00007,,0.00004,0.00004,,0.00026,-11.91005,0.00007,0.00007,,0.00004,0.00004,,,,3,25.70,0.32697,0.18878,
6-SYBR,vitellogenin,BA84_male_89,,0.00017,-12.50547,0.00001,0.00001,,0.00001,0.00001,,,,0.00023,-12.07908,0.00003,0.00003,,0.00002,0.00002,,0.00023,-12.07908,0.00003,0.00003,,0.00002,0.00002,,,,3,26.57,0.11893,0.06867,
6-SYBR,vitellogenin,BRA20_14dpe_104,,0.49937,-1.00181,0.28247,0.28247,,0.16309,0.16309,,,,0.95591,-0.06506,0.64080,0.64080,,0.36996,0.36996,,0.95591,-0.06506,0.64080,0.64080,,0.36996,0.36996,,,,3,14.74,0.83930,0.48457,
6-SYBR,vitellogenin,BRA20_14dpe_105,,0.02054,-5.60543,0.00758,0.00758,,0.00437,0.00437,,,,0.04076,-4.61675,0.02030,0.02030,,0.01172,0.01172,,0.04076,-4.61675,0.02030,0.02030,,0.01172,0.01172,,,,3,19.47,0.54734,0.31601,
5-SYBR,vitellogenin,BRA20_14dpe_110,,0.00202,-8.95261,0.00042,0.00042,,0.00024,0.00024,,,,0.00253,-8.62590,0.00059,0.00059,,0.00034,0.00034,,0.00253,-8.62590,0.00059,0.00059,,0.00034,0.00034,,,,3,22.92,0.30921,0.17852,
5-SYBR,vitellogenin,BRA20_14dpe_228,,1.41643,0.50226,0.59281,0.59281,,0.34226,0.34226,,,,2.45801,1.29749,1.11680,1.11680,,0.64479,0.64479,,2.45801,1.29749,1.11680,1.11680,,0.64479,0.64479,,,,3,13.19,0.62099,0.35853,
12-SYBR,vitellogenin,BRA20_14dpe_2669,,1.22629,0.29430,0.12406,0.12406,,0.07163,0.07163,,,,1.68311,0.75113,0.23151,0.23151,,0.13366,0.13366,,1.68311,0.75113,0.23151,0.23151,,0.13366,0.13366,,,,3,13.41,0.15011,0.08667,
12-SYBR,vitellogenin,BRA20_14dpe_2670,,1.52120,0.60521,0.28332,0.28332,,0.16357,0.16357,,,,2.35741,1.23720,0.50297,0.50297,,0.29039,0.29039,,2.35741,1.23720,0.50297,0.50297,,0.29039,0.29039,,,,3,13.09,0.27635,0.15955,
12-SYBR,vitellogenin,BRA20_14dpe_2679,,1.27239,0.34754,0.15033,0.15033,,0.08679,0.08679,,,,1.32096,0.40159,0.23526,0.23526,,0.13583,0.13583,,1.32096,0.40159,0.23526,0.23526,,0.13583,0.13583,,,,3,13.35,0.17530,0.10121,
12-SYBR,vitellogenin,BRA20_14dpe_2682,,1.68256,0.75066,0.37719,0.37719,,0.21777,0.21777,,,,1.79246,0.84194,0.42132,0.42132,,0.24325,0.24325,,1.79246,0.84194,0.42132,0.42132,,0.24325,0.24325,,,,3,12.94,0.33262,0.19204,
12-SYBR,vitellogenin,BRA20_14dpe_2683,,1.83478,0.87561,0.81559,0.81559,,0.57671,0.57671,,,,1.96503,0.97455,0.90312,0.90312,,0.63860,0.63860,,1.96503,0.97455,0.90312,0.90312,,0.63860,0.63860,,,,2,12.81,0.65955,0.46637,
12-SYBR,vitellogenin,BRA20_14dpe_2684,,1.95855,0.96979,0.40219,0.40219,,0.28439,0.28439,,,,2.17159,1.11875,0.48886,0.48886,,0.34568,0.34568,,2.17159,1.11875,0.48886,0.48886,,0.34568,0.34568,,,,2,12.71,0.30469,0.21545,
6-SYBR,vitellogenin,BRA20_14dpe_94,,0.11047,-3.17828,0.06070,0.06070,,0.03504,0.03504,,,,0.24296,-2.04121,0.15253,0.15253,,0.08806,0.08806,,0.24296,-2.04121,0.15253,0.15253,,0.08806,0.08806,,,,3,16.98,0.81527,0.47070,
6-SYBR,vitellogenin,BRA20_18dpe_1916,,0.62358,-0.68135,0.14365,0.14365,,0.08294,0.08294,,,,1.12187,0.16590,0.44671,0.44671,,0.25791,0.25791,,1.12187,0.16590,0.44671,0.44671,,0.25791,0.25791,,,,3,14.41,0.34180,0.19734,
12-SYBR,vitellogenin,BRA20_18dpe_2685,,0.82244,-0.28202,0.07956,0.07956,,0.04593,0.04593,,,,0.94194,-0.08629,0.09683,0.09683,,0.05591,0.05591,,0.94194,-0.08629,0.09683,0.09683,,0.05591,0.05591,,,,3,14.00,0.14354,0.08287,
5-SYBR,vitellogenin,BRA20_25dpe_225,,2.10637,1.07476,1.96612,1.96612,,1.13514,1.13514,,,,3.10278,1.63356,3.00238,3.00238,,1.73342,1.73342,,3.10278,1.63356,3.00238,3.00238,,1.73342,1.73342,,,,3,12.60,1.38496,0.79961,
5-SYBR,vitellogenin,BRA20_25dpe_226,,0.39849,-1.32738,0.18099,0.18099,,0.10449,0.10449,,,,0.89728,-0.15637,0.50227,0.50227,,0.28999,0.28999,,0.89728,-0.15637,0.50227,0.50227,,0.28999,0.28999,,,,3,15.08,0.67391,0.38908,
5-SYBR,vitellogenin,BRA20_25dpe_234,,2.06242,1.04434,2.01939,2.01939,,1.16590,1.16590,,,,2.87160,1.52186,3.05131,3.05131,,1.76167,1.76167,,2.87160,1.52186,3.05131,3.05131,,1.76167,1.76167,,,,3,12.64,1.45280,0.83877,
5-SYBR,vitellogenin,BRA20_25dpe_246,,1.19146,0.25273,1.38514,1.38514,,0.79971,0.79971,,,,1.33151,0.41307,1.65296,1.65296,,0.95434,0.95434,,1.33151,0.41307,1.65296,1.65296,,0.95434,0.95434,,,,3,13.45,1.72496,0.99590,
12-SYBR,vitellogenin,BRA20_25dpe_2671,,1.61577,0.69222,0.13232,0.13232,,0.09357,0.09357,,,,2.55178,1.35151,0.32852,0.32852,,0.23230,0.23230,,2.55178,1.35151,0.32852,0.32852,,0.23230,0.23230,,,,2,13.00,0.12151,0.08592,
12-SYBR,vitellogenin,BRA20_25dpe_2672,,0.94300,-0.08467,0.13078,0.13078,,0.07550,0.07550,,,,1.28209,0.35850,0.24479,0.24479,,0.14133,0.14133,,1.28209,0.35850,0.24479,0.24479,,0.14133,0.14133,,,,3,13.80,0.20577,0.11880,
12-SYBR,vitellogenin,BRA20_25dpe_2673,,0.81708,-0.29146,0.05822,0.05822,,0.03361,0.03361,,,,1.18821,0.24879,0.09322,0.09322,,0.05382,0.05382,,1.18821,0.24879,0.09322,0.09322,,0.05382,0.05382,,,,3,14.01,0.10572,0.06104,
12-SYBR,vitellogenin,BRA20_25dpe_2674,,0.40123,-1.31748,0.00227,0.00227,,0.00161,0.00161,,,,0.37903,-1.39960,0.04253,0.04253,,0.03007,0.03007,,0.37903,-1.39960,0.04253,0.04253,,0.03007,0.03007,,,,2,15.06,0.00841,0.00594,
12-SYBR,vitellogenin,BRA20_25dpe_2675,,0.65519,-0.61001,0.01710,0.01710,,0.01209,0.01209,,,,0.78925,-0.34145,0.09116,0.09116,,0.06446,0.06446,,0.78925,-0.34145,0.09116,0.09116,,0.06446,0.06446,,,,2,14.34,0.03873,0.02738,
12-SYBR,vitellogenin,BRA20_25dpe_2676,,1.38476,0.46963,0.10693,0.10693,,0.06174,0.06174,,,,1.81839,0.86266,0.22908,0.22908,,0.13226,0.13226,,1.81839,0.86266,0.22908,0.22908,,0.13226,0.13226,,,,3,13.23,0.11458,0.06615,
6-SYBR,vitellogenin,BRA20_25dpe_90,,1.06978,0.09732,0.54492,0.54492,,0.31461,0.31461,,,,2.30081,1.20214,1.28452,1.28452,,0.74162,0.74162,,2.30081,1.20214,1.28452,1.28452,,0.74162,0.74162,,,,3,13.61,0.75579,0.43635,
5-SYBR,vitellogenin,BRA20_35dpe_238,,0.57038,-0.81001,0.28739,0.28739,,0.16592,0.16592,,,,1.23963,0.30990,0.85367,0.85367,,0.49287,0.49287,,1.23963,0.30990,0.85367,0.85367,,0.49287,0.49287,,,,3,14.54,0.74759,0.43162,
5-SYBR,vitellogenin,BRA20_35dpe_239,,0.50104,-0.99701,0.13029,0.13029,,0.07522,0.07522,,,,0.69356,-0.52791,0.30128,0.30128,,0.17394,0.17394,,0.69356,-0.52791,0.30128,0.30128,,0.17394,0.17394,,,,3,14.74,0.38583,0.22276,
5-SYBR,vitellogenin,BRA20_35dpe_243,,0.82862,-0.27121,0.27714,0.27714,,0.16001,0.16001,,,,1.20479,0.26878,0.62863,0.62863,,0.36294,0.36294,,1.20479,0.26878,0.62863,0.62863,,0.36294,0.36294,,,,3,13.99,0.49626,0.28651,
5-SYBR,vitellogenin,BRA20_35dpe_244,,0.18337,-2.44713,0.08468,0.08468,,0.04889,0.04889,,,,0.24279,-2.04224,0.12655,0.12655,,0.07307,0.07307,,0.24279,-2.04224,0.12655,0.12655,,0.07307,0.07307,,,,3,16.23,0.68517,0.39558,
12-SYBR,vitellogenin,BRA20_35dpe_2681,,1.22792,0.29622,0.13414,0.13414,,0.09485,0.09485,,,,1.31607,0.39624,0.15055,0.15055,,0.10646,0.10646,,1.31607,0.39624,0.15055,0.15055,,0.10646,0.10646,,,,2,13.41,0.16209,0.11461,
12-SYBR,vitellogenin,BRA20_35dpe_2686,,0.73244,-0.44921,0.07724,0.07724,,0.04459,0.04459,,,,0.88784,-0.17162,0.11793,0.11793,,0.06809,0.06809,,0.88784,-0.17162,0.11793,0.11793,,0.06809,0.06809,,,,3,14.17,0.15646,0.09033,
12-SYBR,vitellogenin,BRA20_35dpe_2688,,0.99577,-0.00612,0.16227,0.16227,,0.09369,0.09369,,,,0.88631,-0.17411,0.18359,0.18359,,0.10600,0.10600,,0.88631,-0.17411,0.18359,0.18359,,0.10600,0.10600,,,,3,13.72,0.24180,0.13960,
6-SYBR,vitellogenin,BRA20_35dpe_97,,0.07313,-3.77344,0.05833,0.05833,,0.03368,0.03368,,,,0.15584,-2.68185,0.12949,0.12949,,0.07476,0.07476,,0.15584,-2.68185,0.12949,0.12949,,0.07476,0.07476,,,,3,17.59,1.18355,0.68332,
5-SYBR,vitellogenin,BRA20_male_227,,0.00021,-12.24682,0.00003,0.00003,,0.00002,0.00002,,,,0.00048,-11.03397,0.00011,0.00011,,0.00007,0.00007,,0.00048,-11.03397,0.00011,0.00011,,0.00007,0.00007,,,,3,26.31,0.19271,0.11126,
5-SYBR,vitellogenin,BRA20_male_245,,0.00017,-12.48053,0.00009,0.00009,,0.00005,0.00005,,,,0.00033,-11.56786,0.00024,0.00024,,0.00014,0.00014,,0.00033,-11.56786,0.00024,0.00024,,0.00014,0.00014,,,,3,26.55,0.78361,0.45242,
6-SYBR,vitellogenin,BRA20_male_93,,0.00015,-12.65850,0.00004,0.00004,,0.00002,0.00002,,,,0.00030,-11.69400,0.00009,0.00009,,0.00005,0.00005,,0.00030,-11.69400,0.00009,0.00009,,0.00005,0.00005,,,,3,26.73,0.35840,0.20692,
6-SYBR,vitellogenin,MO190_14dpe_1923,,0.00017,-12.54180,0.00007,0.00007,,0.00004,0.00004,,,,0.00038,-11.35374,0.00018,0.00018,,0.00010,0.00010,,0.00038,-11.35374,0.00018,0.00018,,0.00010,0.00010,,,,3,26.61,0.59719,0.34479,
12-SYBR,vitellogenin,MO190_14dpe_2687,,0.76403,-0.38830,0.06660,0.06660,,0.04709,0.04709,,,,1.01880,0.02687,0.15079,0.15079,,0.10662,0.10662,,1.01880,0.02687,0.15079,0.15079,,0.10662,0.10662,,,,2,14.11,0.12933,0.09145,
6-SYBR,vitellogenin,MO190_14dpe_95,,0.03232,-4.95161,0.01375,0.01375,,0.00794,0.00794,,,,0.07135,-3.80902,0.04278,0.04278,,0.02470,0.02470,,0.07135,-3.80902,0.04278,0.04278,,0.02470,0.02470,,,,3,18.80,0.63144,0.36456,
12-SYBR,vitellogenin,MO190_25dpe_2677,,0.22760,-2.13543,0.00197,0.00197,,0.00114,0.00114,,,,0.38578,-1.37415,0.01601,0.01601,,0.00924,0.00924,,0.38578,-1.37415,0.01601,0.01601,,0.00924,0.00924,,,,3,15.91,0.01285,0.00742,
12-SYBR,vitellogenin,MO190_25dpe_2690,,0.60249,-0.73100,0.07838,0.07838,,0.05542,0.05542,,,,0.67779,-0.56109,0.10354,0.10354,,0.07321,0.07321,,0.67779,-0.56109,0.10354,0.10354,,0.07321,0.07321,,,,2,14.46,0.19303,0.13649,
6-SYBR,vitellogenin,MO190_25dpe_91,,0.51679,-0.95234,0.28133,0.28133,,0.16243,0.16243,,,,1.32921,0.41057,0.90644,0.90644,,0.52333,0.52333,,1.32921,0.41057,0.90644,0.90644,,0.52333,0.52333,,,,3,14.69,0.80773,0.46634,
12-SYBR,vitellogenin,MO190_35dpe_2678,,0.85451,-0.22683,0.05490,0.05490,,0.03882,0.03882,,,,1.16508,0.22043,0.15330,0.15330,,0.10840,0.10840,,1.16508,0.22043,0.15330,0.15330,,0.10840,0.10840,,,,2,13.94,0.09533,0.06741,
6-SYBR,vitellogenin,MO190_male_96,,0.00011,-13.09403,0.00005,0.00005,,0.00003,0.00003,,,,0.00023,-12.09833,0.00012,0.00012,,0.00007,0.00007,,0.00023,-12.09833,0.00012,0.00012,,0.00007,0.00007,,,,3,27.18,0.62688,0.36193,
